Price,Open,High,Low,Close
Ticker,SPY,SPY,SPY,SPY
Date,,,,
2021-09-22,411.0241372373776,414.7757267973973,408.8561507112312,412.7302551269531
2021-09-23,414.6060020669827,419.35675292340466,414.3703501422846,417.744873046875
2021-09-24,416.104801947488,419.1494355881211,415.887991791221,418.43304443359375
2021-09-27,417.3961280845496,418.56495246869713,416.5383515953073,417.23590087890625
2021-09-28,414.45525091590594,414.78516941905406,408.0926478816121,408.827880859375
2021-09-29,410.21345067442644,411.9572806871439,408.95035979785877,409.51593017578125
2021-09-30,410.9958599619211,411.7028158417851,404.1713884067889,404.5107421875
2021-10-01,406.2451416508228,411.0052997880748,402.7103622124351,409.3180236816406
2021-10-04,408.1491541596147,409.0540495415791,401.89022491627236,404.0393981933594
2021-10-05,405.5475654887487,410.49625637556306,404.74637188186426,408.2434387207031
2021-10-06,404.6332078979385,410.1474688443581,403.00251494341944,409.9400939941406
2021-10-07,413.22985073007703,416.33100970659876,413.05075294528,413.4843444824219
2021-10-08,414.2573039916996,414.64377665813777,412.098723983002,412.7302551269531
2021-10-11,412.0704606111341,414.99255076639076,409.6762285626982,409.7422180175781
2021-10-12,410.6659754162395,411.0712898886133,407.9418249170345,408.7336120605469
2021-10-13,409.7610137268703,411.02410468083355,406.77296321895665,410.20404052734375
2021-10-14,413.8802418864106,417.25479409651945,413.4089379616776,417.1039733886719
2021-10-15,419.22480148892544,420.6481484124566,418.602676915053,420.280517578125
2021-10-18,418.48961233422193,421.86413581254226,417.8297753264415,421.5248107910156
2021-10-19,423.15553826181207,424.842785639923,422.5428201325496,424.7768249511719
2021-10-20,425.23868404969255,426.74686236318604,425.1255757102496,426.4452209472656
2021-10-21,425.8419419107225,427.7837117980896,425.40835035029045,427.5574951171875
2021-10-22,427.12384568285273,428.5754696428719,425.1632054936649,427.1144104003906
2021-10-25,428.2078362888348,429.7348562012091,426.42632264643316,429.4049377441406
2021-10-26,430.96032670037073,432.1762701326921,429.41443599649216,429.7914733886719
2021-10-27,430.25331425071147,430.92255769132396,427.81193489095295,427.8873596191406
2021-10-28,429.3201484126634,432.0914176968122,429.31074189544364,432.0160217285156
2021-10-29,429.7065898490118,433.18481474342184,429.41438374816806,432.8926086425781
2021-11-01,433.8823570500241,434.25942318135986,431.9029036910467,433.6372985839844
2021-11-02,433.80692885371445,435.7015795883174,433.6749499643309,435.3905029296875
2021-11-03,434.824974662078,438.4540205123054,434.38194783725373,438.0487060546875
2021-11-04,438.6518864253927,440.1977767940262,438.30312619410665,440.1129455566406
2021-11-05,442.34697047164906,443.63833850613855,440.1224299556743,441.6400146484375
2021-11-08,442.7429468623863,443.24252790407456,441.3290349972939,442.0171203613281
2021-11-09,442.3847223182138,442.6203742803155,439.1421490184052,440.5560607910156
2021-11-10,438.8593134798678,440.5560247277753,435.52250268125164,437.0118103027344
2021-11-11,438.51058635425227,438.5860110906729,437.13438695871474,437.1532287597656
2021-11-12,438.42576092547034,441.00849724307704,437.4737177867428,440.4523620605469
2021-11-15,441.7437255438924,441.9039527580955,439.4720373333301,440.6031494140625
2021-11-16,440.33925603652415,443.4875628369249,440.2638600648137,442.3470153808594
2021-11-17,442.08305932224823,442.26215710599143,440.6503058184097,441.2724304199219
2021-11-18,442.3092818090162,443.0351082367169,439.57572489933375,442.77117919921875
2021-11-19,442.65802009464244,443.9117045350223,441.61173927995986,441.9793701171875
2021-11-22,443.86460275344604,446.36250768150074,440.5277630718727,440.7351379394531
2021-11-23,440.4051883866977,442.17729553626265,437.79417530890146,441.31951904296875
2021-11-24,439.31178380523045,442.6203463495124,438.49171963144255,442.497802734375
2021-11-26,435.80530697500916,437.2757729097936,431.49758222572393,432.62872314453125
2021-11-29,437.43605738871565,439.78314186707206,435.23035834289095,437.9356384277344
2021-11-30,435.48473270323336,437.3982250750732,429.1692499649489,429.4143371582031
2021-12-01,435.145532954753,438.00163379487077,424.4469273351443,424.6448669433594
2021-12-02,424.8616257685235,432.72297140039274,424.46571783383473,431.1488037109375
2021-12-03,432.8172113357215,433.8823339250444,423.15548194038644,427.397216796875
2021-12-06,429.9517355230717,434.34429168166633,427.52922637540286,432.4590759277344
2021-12-07,437.75653103535194,441.9699894291605,432.32710041618657,441.4044189453125
2021-12-08,441.8002646583124,443.02564322888617,440.03756399938356,442.57318115234375
2021-12-09,441.28182654086095,442.6768964113346,439.38720446363953,439.58514404296875
2021-12-10,442.29982644903924,443.87396521689504,439.73593232528253,443.72314453125
2021-12-13,443.2048079952957,443.55356831350923,439.50977239360935,439.7925720214844
2021-12-14,436.51226038984663,439.0101654081396,433.8352575809866,436.7667541503906
2021-12-15,436.82327018478196,443.83624496291236,434.29705970277206,443.5911865234375
2021-12-16,445.44822971966965,445.73100058799474,438.12414780283325,439.6794738769531
2021-12-17,436.58913784705305,439.6066233902404,433.2878879980251,435.0
2021-12-20,429.9014604647388,430.77169014947333,426.7420931242701,430.3744201660156
2021-12-21,433.8081332003128,438.1593687255193,431.63252987129584,438.0174865722656
2021-12-22,437.7620647368325,442.5105699227821,437.5634008705162,442.3970642089844
2021-12-23,443.3996712097392,446.65363590623036,443.29563394313504,445.1496276855469
2021-12-27,446.5306407056914,451.496716788878,446.48335628986024,451.4494323730469
2021-12-28,451.884573074086,452.91562165597793,450.31434355839286,451.0805358886719
2021-12-29,451.1845721155263,452.67911182187964,450.1819000246589,451.65753173828125
2021-12-30,452.08320230898494,453.09534288404825,449.9454443292258,450.408935546875
2021-12-31,449.9170813081463,451.07107517141947,448.9995384088033,449.2738342285156
2022-01-03,450.5414331852414,452.0076256878553,448.2239477980202,451.87518310546875
2022-01-04,453.3034834561525,454.02239141771696,449.86032307936296,451.7237854003906
2022-01-05,451.35488393612025,452.1305447371283,442.95511542561405,443.0497131347656
2022-01-06,442.5861994681221,445.35773611614786,440.259217182971,442.63348388671875
2022-01-07,442.6430311967215,443.82543054400713,439.5214795995845,440.88360595703125
2022-01-10,437.6769296616079,440.55250393034436,431.9068153934691,440.3349609375
2022-01-11,440.07009675611505,444.44023980411635,437.0620510983953,444.34564208984375
2022-01-12,446.086117009949,447.6090622228809,443.57943642604664,445.54693603515625
2022-01-13,446.65367438215316,447.30636106377136,438.3768798065865,439.4079284667969
2022-01-14,436.2486128671345,439.93769311285763,435.0283686395281,439.58770751953125
2022-01-18,434.8769724015517,435.0850758226512,430.68655641963403,431.802734375
2022-01-19,433.3540003306805,434.7539423770613,427.04470609026635,427.31903076171875
2022-01-20,429.2109131132616,433.93104152080394,420.4611589616414,422.5894775390625
2022-01-21,421.4638801817185,423.8286788760082,414.2654468125429,414.2938232421875
2022-01-24,408.6655937906519,416.5640272607591,398.00509159103694,416.05322265625
2022-01-25,409.6398828972748,415.9397100242834,404.0494953719495,410.9736328125
2022-01-26,416.8856420829711,420.02610174271774,405.66702183195844,409.9425964355469
2022-01-27,414.55867762115867,417.7085767658078,406.2251293704537,407.9183044433594
2022-01-28,409.28041120998864,418.0963872077387,404.68325664580124,418.0491027832031
2022-01-31,417.37747913959595,425.9285988508346,416.0248212857858,425.57861328125
2022-02-01,426.3069680203135,429.0974419265007,422.7692385378579,428.4542236328125
2022-02-02,430.8663455876293,433.3446501355986,428.5488311940209,432.6163024902344
2022-02-03,426.5623563990489,428.47310315644444,421.60571921304773,422.4476013183594
2022-02-04,422.21116548081926,428.2934208063521,419.8274299173056,424.43408203125
2022-02-07,425.20018728899146,426.60012935663235,421.7381192397867,423.0718688964844
2022-02-08,422.5706046938253,427.4799289301471,421.1422570922283,426.55291748046875
2022-02-09,430.6014803174058,433.11762967701776,430.4028453031969,432.7960205078125
2022-02-10,426.9312545906798,432.95675649430774,423.0151633217596,425.0205078125
2022-02-11,425.1056074278394,427.1866126231048,415.20183093771124,416.6396179199219
2022-02-14,416.1288468336951,417.7179843894402,411.7965201108774,415.2774963378906
2022-02-15,419.7328155876255,422.14489845233356,419.2125426099258,421.9746398925781
2022-02-16,419.921983869593,423.82863553178055,418.0396135389401,422.4476013183594
2022-02-17,419.25038980867765,422.41922551305055,412.8181495554297,413.42352294921875
2022-02-18,413.6789090102442,414.9369979489971,408.46691286548753,410.74658203125
2022-02-22,408.5331017233057,411.94785655168494,402.8291806124182,406.33856201171875
2022-02-23,409.2614955902434,409.8290530099485,398.56314936740426,399.1307067871094
2022-02-24,388.79178196515704,405.57241177540527,388.43235684105287,405.13726806640625
2022-02-25,406.376434848572,414.16136219529494,404.72107583636694,414.07623291015625
2022-02-28,408.66557993038384,414.501915654171,407.4075197600478,413.0168151855469
2022-03-01,411.51282123663765,413.52763436039083,404.0116577742562,406.7264709472656
2022-03-02,408.9871853932259,415.9396990802248,408.23046138487615,414.20867919921875
2022-03-03,416.6491311196768,417.254504541962,410.33983584072405,412.14654541015625
2022-03-04,408.4007357845267,409.93312072448435,404.7400320130342,408.79803466796875
2022-03-07,408.2114862090071,408.92092572544067,396.6807269592001,396.7469482421875
2022-03-08,396.92669641529477,404.10622124075445,392.67005908949244,393.73895263671875
2022-03-09,402.1481835320033,406.28184664972684,399.9536436179305,404.29541015625
2022-03-10,399.669875757918,403.36842427273797,397.70237600280313,402.4698181152344
2022-03-11,404.9669642223323,405.5818059910525,396.8415209370115,397.3523254394531
2022-03-14,398.12803514404516,401.5900747886048,393.30384036976113,394.4483947753906
2022-03-15,397.0685600329453,403.7562168476836,395.7915919884994,403.1224670410156
2022-03-16,406.64121137170554,412.1180626560511,401.82645732789507,412.0613098144531
2022-03-17,410.1411873324134,417.2166748046875,409.7628253475534,417.2166748046875
2022-03-18,415.5997425791556,422.1088935978911,414.8596346068089,421.7862854003906
2022-03-21,421.6155341135983,423.6271083158259,418.1427105740209,421.6629943847656
2022-03-22,423.05788608350326,427.5364977650779,423.05788608350326,426.5971374511719
2022-03-23,424.0541434470879,425.55332638564335,421.0177861842086,421.1031799316406
2022-03-24,423.1337270897033,427.4605171330371,422.01408163043,427.4510192871094
2022-03-25,428.0867920742761,429.81372063765116,425.4963992292135,429.5385437011719
2022-03-28,428.94076282849704,432.5938720703125,427.04304675034354,432.5938720703125
2022-03-29,436.49362203558076,438.43879819961757,433.7988689428911,437.94537353515625
2022-03-30,436.79732312419725,437.6133561269199,433.1252470040713,435.2412109375
2022-03-31,434.4725987632066,435.29810058107427,428.0867740686455,428.542236328125
2022-04-01,430.1267533743183,430.2690762616763,426.1700323215467,429.7567138671875
2022-04-04,429.9560313211461,433.54271341244913,429.13052949203757,433.4383239746094
2022-04-05,431.93918824030493,434.4156939980702,426.81536025846015,427.9634704589844
2022-04-06,424.0351227444285,425.9707720202378,420.7900159707679,423.68402099609375
2022-04-07,422.8015781085471,427.6407590745725,420.8469331976844,425.8189392089844
2022-04-08,425.05995736438757,427.5839233445298,423.1337766107068,424.680419921875
2022-04-11,421.39728849520446,422.2417859664236,416.91870678869503,417.4216003417969
2022-04-12,420.42000917950406,422.95347289670224,414.3188589093481,415.875
2022-04-13,415.62827546421886,421.3973194587367,415.44799012468565,420.63824462890625
2022-04-14,420.86594548757074,421.98561991128474,415.29615377751963,415.4005432128906
2022-04-18,414.4706408777996,417.26028558117775,413.33199974941584,415.5713195800781
2022-04-19,415.4669625036937,423.000897567329,415.2961750081894,422.27978515625
2022-04-20,424.0636107025364,424.6803625829539,420.79953701530115,421.96661376953125
2022-04-21,425.6007806681519,426.9956031035997,414.745842697952,415.65673828125
2022-04-22,414.5655465281797,415.6756941570096,403.68214426024474,404.25146484375
2022-04-25,402.00271470283917,406.76597183059135,397.4197139696294,406.5951843261719
2022-04-26,404.05216290337904,404.25144391924186,394.79132912131234,394.8197937011719
2022-04-27,395.90146706145794,401.29100202413235,393.7855324440676,395.929931640625
2022-04-28,400.69322286061686,407.66733442866166,396.243076858,405.930908203125
2022-04-29,401.92673399978656,404.0901289590842,390.1798679914565,390.9294738769531
2022-05-02,390.99596335297906,394.64907282127996,384.3064963886446,393.28271484375
2022-05-03,393.7856098060658,397.5051173465634,392.2199707737604,395.0855407714844
2022-05-04,395.74970498454525,407.6863555366896,392.55205797111023,407.1170349121094
2022-05-05,402.83773081338063,403.2647285793238,388.5004975389444,392.6470031738281
2022-05-06,390.07553651597715,393.5862938041911,384.9801735986201,390.3032531738281
2022-05-09,384.3823720398505,385.62537367241526,376.2221876512533,377.8067932128906
2022-05-10,383.80354518634044,385.3122258608909,374.6281049717166,378.6797180175781
2022-05-11,377.71190234105785,383.37658562932586,371.9143650365518,372.6639709472656
2022-05-12,369.4569143889127,375.5580656931432,365.4527316083438,372.2750244140625
2022-05-13,376.421414012587,382.5605258590705,375.3776645184311,381.1752014160156
2022-05-16,379.5242405914911,383.31017481839024,377.26595387479733,379.62860107421875
2022-05-17,385.73921927576754,387.67489759175146,381.9912188097621,387.43768310546875
2022-05-18,382.86414689090776,383.1487926664534,370.57642600894525,371.8194274902344
2022-05-19,368.7451990662184,373.9829138685316,367.31241418995535,369.542236328125
2022-05-20,373.1384136201305,376.72509575107233,361.07843638256344,369.70355224609375
2022-05-23,372.739903066548,377.38933077714205,370.41521816810126,376.6207580566406
2022-05-24,372.4836996470706,374.9412384284281,367.1700889774752,373.7456970214844
2022-05-25,372.24647980927637,379.02133983121746,371.84797566495524,377.0476989746094
2022-05-26,378.2812324449887,386.2231692896121,378.072482526249,384.5816345214844
2022-05-27,387.0486543092304,394.1366244354948,386.84940224535666,394.02276611328125
2022-05-31,392.40020748267347,395.1613876894027,389.0602378053124,391.8119201660156
2022-06-01,393.9374053108898,394.95266140674994,386.11879536858646,388.64276123046875
2022-06-02,388.48145435599463,396.0912850769354,386.2231676872298,396.0438537597656
2022-06-03,391.30902085966204,392.86516182904495,388.5668363851628,389.5441589355469
2022-06-06,393.5673313620774,395.3037288108325,389.5536514825728,390.7302551269531
2022-06-07,387.22898043918536,394.93370326048847,386.76402029869297,394.4782409667969
2022-06-08,392.7607584707246,394.55411386892246,389.3923243809042,390.1893615722656
2022-06-09,388.4054869539983,390.68274010880896,380.9095153808594,380.9095153808594
2022-06-10,374.6850525131261,375.539018923671,369.81740632911726,369.8648376464844
2022-06-13,360.42371387649325,362.28346743198733,354.2086766578207,355.8217468261719
2022-06-14,357.57718031270616,358.61143216554296,351.6373193482159,354.74957275390625
2022-06-15,358.0610216928037,364.26656078644334,353.0890153068255,359.80694580078125
2022-06-16,351.5613800602234,351.96938204270447,345.460201230786,347.8987731933594
2022-06-17,348.3152920555213,352.0032306713774,345.1324194424218,348.6488037109375
2022-06-21,354.3951110098947,358.81681534819097,354.3188581815829,357.4255065917969
2022-06-22,353.18486094043567,360.9038171947583,352.7655576024374,356.77752685546875
2022-06-23,358.9215981482398,361.0085464071332,355.34801079504194,360.2747802734375
2022-06-24,363.45771219814634,371.7389089912618,363.4291246578567,371.7293701171875
2022-06-27,372.65371362985945,372.9491278864309,369.2135538308483,370.3094482421875
2022-06-28,371.87241676193185,374.6645737636026,362.6287223240499,362.7430725097656
2022-06-29,363.29571627695856,364.2867703688928,360.61791010649307,362.44757080078125
2022-06-30,358.5404645110338,362.75254644984545,355.0335903944629,359.5029602050781
2022-07-01,358.84540602497094,363.74361787819856,356.2152359819502,363.30523681640625
