Price,Open,High,Low,Close
Ticker,SPY,SPY,SPY,SPY
Date,,,,
2021-01-29,350.64172533967934,351.61254871858694,343.77132460135704,345.45159912109375
2021-02-01,348.8587477068479,352.2379271972738,345.74094042873577,351.2017822265625
2021-02-02,354.3942475276346,357.72676452928016,351.2857841942282,356.1678466796875
2021-02-03,356.9986846197431,358.1748738940465,355.1690790166105,356.44793701171875
2021-02-04,357.48412843034953,360.54593000501114,356.5599958734592,360.499267578125
2021-02-05,362.37554413810756,362.6275725066396,360.4525850635456,361.9181213378906
2021-02-08,363.3743303003986,364.57852277431755,362.5155480071299,364.5318603515625
2021-02-09,363.69168503335237,364.88656203696013,363.2809816726569,364.28912353515625
2021-02-10,366.0347011302047,366.1840607481003,361.7220454304173,364.1304016113281
2021-02-11,365.213277702474,365.63335345454,362.28217677979495,364.7185363769531
2021-02-12,363.91567419284456,366.7627649882298,363.8409801496445,366.52008056640625
2021-02-16,367.75233294042647,367.94838348385304,365.48399225881036,366.2027587890625
2021-02-17,364.44782425799957,366.538802023483,363.43031003691596,366.2867736816406
2021-02-18,363.67307236862246,365.4746750089571,361.94613530686405,364.7279052734375
2021-02-19,365.9880090814963,366.27738441541726,363.63563089938765,364.0837097167969
2021-02-22,361.3112978244023,363.7009946315046,361.01257860165623,361.2832946777344
2021-02-23,359.0710676558292,363.0756897475787,354.9077705148103,361.7221374511719
2021-02-24,360.62989435018375,366.1374274308675,359.64041172948737,365.7080078125
2021-02-25,364.43856318958206,365.8107747818435,355.449179951241,356.89605712890625
2021-02-26,358.7816580580028,359.9298157917072,353.0687870795123,355.05706787109375
2021-03-01,359.9391650515009,364.9146102633819,355.25312373479255,363.6637268066406
2021-03-02,363.88772878043636,364.1210978494576,360.32184256880726,360.825927734375
2021-03-03,360.12579527148154,361.09659001957425,355.94381159242903,356.0465087890625
2021-03-04,355.85983606589633,358.45489903923504,347.1411708462989,351.6405334472656
2021-03-05,355.1503950992835,359.16436039451537,347.85063187865177,358.1095275878906
2021-03-08,359.07099116005475,361.89007928491264,356.0465371130261,356.3265686035156
2021-03-09,360.1818364281521,363.97174793111003,359.67775124914425,361.4140319824219
2021-03-10,363.76642402507724,365.36266070764583,362.3475501391762,363.6637268066406
2021-03-11,366.1374746877618,369.32994816283093,365.6800518602389,367.3509826660156
2021-03-12,365.988063865654,367.98568835649854,365.17594403357333,367.8456726074219
2021-03-15,368.0977208919714,370.300739917359,365.9507366566855,370.03936767578125
2021-03-16,370.6554678400284,371.36489050741085,368.7978304984493,369.5726318359375
2021-03-17,368.2844543184827,371.6356312794139,367.13626805556936,370.8328552246094
2021-03-18,368.237776582105,370.3287545797214,364.75589939193253,365.4373474121094
2021-03-19,365.13577721148323,366.7185215102519,362.57902982560887,364.76116943359375
2021-03-22,365.27621275157725,369.059816642026,365.22002301990005,367.6737365722656
2021-03-23,367.0369570655354,368.4885729919062,363.99322228123157,364.7799072265625
2021-03-24,366.1846231627889,367.8235568981722,362.8786608283594,362.92547607421875
2021-03-25,361.4832568768841,365.7631937982155,359.5352509423931,364.9671630859375
2021-03-26,366.1190902486819,371.25130490208966,365.519723579064,370.8486022949219
2021-03-29,369.3688948067096,371.5697547729306,367.87980961613647,370.66131591796875
2021-03-30,369.3876248451176,370.3522533875979,368.0764548349009,369.6779479980469
2021-03-31,370.24917149456826,372.7403541757832,370.2210766312015,371.17633056640625
2021-04-01,373.1149915856355,375.24094121233566,372.90895304429756,375.1847229003906
2021-04-05,377.8539124789563,381.1130603362482,377.77900235176537,380.5698547363281
2021-04-06,380.00789335156907,381.3939448268143,379.67072638411884,380.34503173828125
2021-04-07,380.17647612247123,381.13173016634283,379.71758377503375,380.78521728515625
2021-04-08,382.04013051081506,382.64887161223606,381.1035969453254,382.5926818847656
2021-04-09,382.471035788063,385.54286537621095,382.3492818264006,385.374267578125
2021-04-12,384.77493129415467,385.7863752590293,384.1661900183948,385.5148010253906
2021-04-13,385.4117103588361,387.28477774882987,385.02772811419857,386.65728759765625
2021-04-14,386.629153835871,387.68744137767425,384.79355598094213,385.3367614746094
2021-04-15,387.48146637214757,389.7478906331614,387.4346511167277,389.4762878417969
2021-04-16,390.7686101381314,391.3867256893083,389.3450894807371,390.7779846191406
2021-04-19,389.8415318422619,390.29104973204716,387.5282924319391,388.858154296875
2021-04-20,387.64069853993914,388.74580153591614,384.53139954515456,386.0111389160156
2021-04-21,385.3929829340343,389.8696127711152,385.2524800177592,389.66357421875
2021-04-22,389.4950123134233,390.32851244037596,385.03710277731346,386.104736328125
2021-04-23,386.6666652858134,391.7052211795834,386.59175516511834,390.2910461425781
2021-04-26,390.9467012433037,391.6771965191673,390.3566803318859,391.10589599609375
2021-04-27,391.40552766202535,391.602220319812,389.87897313751233,391.02154541015625
2021-04-28,391.2931619528754,392.41701387986393,390.44091281471174,390.9091796875
2021-04-29,393.64380695245677,394.018414673779,390.0100520360835,393.4002990722656
2021-04-30,391.1246239237115,391.9768731298278,389.91648729298134,390.8155517578125
2021-05-03,392.81027372792676,393.1942559265177,391.16199405729486,391.6583557128906
2021-05-04,389.66357805634044,390.15993976728055,385.5428355491928,389.24212646484375
2021-05-05,390.89041549109834,391.12454890125105,388.8019351834701,389.3638610839844
2021-05-06,389.43881678077094,392.60430542945204,387.42527493393436,392.47320556640625
2021-05-07,393.24110768631965,395.98514427957303,392.55742786810055,395.3295593261719
2021-05-10,395.68544689624537,395.9102058149185,391.2931020158375,391.41485595703125
2021-05-11,386.88212256677235,388.9143849289387,384.0350517822084,387.9216613769531
2021-05-12,385.1307475097692,386.40441956933836,378.3595988550545,379.68011474609375
2021-05-13,381.2348233518727,386.1797207054135,381.18797951311626,384.2410888671875
2021-05-14,386.98506049711693,390.9934233653557,386.9569656309203,390.14117431640625
2021-05-17,389.02674264587563,389.96327633452273,387.1255518204116,389.1484680175781
2021-05-18,389.41069108540063,389.6541989870204,385.63646151399263,385.7956848144531
2021-05-19,381.0943240619195,384.9621844206521,379.60521025643015,384.78424072265625
2021-05-20,385.66452829262204,390.18800162389465,385.5428029314172,388.9236755371094
2021-05-21,390.4127887790832,391.6583945728601,388.1463932893185,388.60528564453125
2021-05-24,390.8529912483548,393.64387210851635,390.6094833278582,392.5668640136719
2021-05-25,393.65324457112,394.0091319925526,391.1152459435391,391.6958923339844
2021-05-26,392.2858873840644,392.9789132133939,391.2463486400701,392.47320556640625
2021-05-27,393.5033228159694,394.01840484734964,392.3981914816347,392.6791687011719
2021-05-28,394.25253062348975,394.5147588748834,393.14742789124057,393.3815612792969
2021-06-01,395.75106785184676,395.89154219615915,392.5949537330821,393.0351257324219
2021-06-02,393.690698113344,394.49613202119497,392.67925421266847,393.6532287597656
2021-06-03,391.33060472483857,393.334771942257,389.8602399847774,392.19219970703125
2021-06-04,394.04652085532695,396.0788113874911,392.25773821034744,395.77911376953125
2021-06-07,395.7697798896526,395.9477235822755,394.4586384024901,395.3951721191406
2021-06-08,396.256741511377,396.3504005931343,393.64383318900553,395.47943115234375
2021-06-09,396.32236088203933,396.3972995901698,394.66470636912584,394.88946533203125
2021-06-10,396.1162954173843,397.6803193100831,394.79577943846573,396.72503662109375
2021-06-11,397.2775797356141,397.4929641801739,395.9851587453018,397.3805847167969
2021-06-14,397.4929857419434,398.3733296938015,396.2474085142983,398.27032470703125
2021-06-15,398.4201999673124,398.4576407391281,396.65951194675006,397.53985595703125
2021-06-16,397.6802734306868,397.90503235240567,393.26920810752716,395.3201904296875
2021-06-17,394.90813826452404,396.17243576818447,392.70727857401477,395.1890869140625
2021-06-18,391.89672917997007,392.5920221743428,389.6511060005614,389.8578186035156
2021-06-21,391.6242619775581,395.62695686561256,390.8068166664467,395.43902587890625
2021-06-22,395.4296600028668,398.389386740263,394.70615149146886,397.5531311035156
2021-06-23,397.62833378473624,398.4363740041373,396.98941426136173,397.073974609375
2021-06-24,399.225666151701,399.84577537805154,398.97195643031233,399.4229736328125
2021-06-25,400.17472094392787,401.2928446859725,399.8458559596351,400.8418273925781
2021-06-28,401.3678819718473,401.8188704262666,400.16519830299507,401.6497497558594
2021-06-29,402.03499591780417,402.6739153566939,401.33029776996494,401.8658752441406
2021-06-30,401.4054988705683,402.8806740439344,401.37731208840023,402.20416259765625
2021-07-01,402.96526015847866,404.5907744987678,402.8994814377987,404.4310302734375
2021-07-02,405.59611419519825,407.87932951282806,404.5155540009205,407.52227783203125
2021-07-06,407.57860135192897,407.7947190990981,404.0363291087906,406.7799377441406
2021-07-07,407.46595413696065,408.499517372538,405.44582475675105,408.2176208496094
2021-07-08,402.8806657894251,405.6524902342203,401.6967636141339,404.89141845703125
2021-07-09,406.4041438797797,409.5142096043328,404.69406938658494,409.2135314941406
2021-07-12,409.12896052529857,410.93300046535035,408.69675367452527,410.6792907714844
2021-07-13,409.8900906791253,411.3934527310656,409.01627170163516,409.27935791015625
2021-07-14,410.98001241451976,411.4686215512165,408.6404234073977,409.89007568359375
2021-07-15,408.54639430906644,409.22290566866724,406.5826389383098,408.4900207519531
2021-07-16,409.6739748407586,409.7209432529059,404.89142630984423,405.2860412597656
2021-07-19,400.4471220397971,405.3518228866035,396.4820188366375,399.3008117675781
2021-07-20,399.9678792806627,406.3007862832232,399.16921562616085,405.0229187011719
2021-07-21,406.22559100192103,408.4430560741701,404.9759389088471,408.3020935058594
2021-07-22,408.48062363685614,409.40143954488997,407.49405769372373,409.1571350097656
2021-07-23,411.09276865256516,413.70484906884116,410.4068806943092,413.3666076660156
2021-07-26,412.7745828958248,414.39069177202066,412.7276144896714,414.38128662109375
2021-07-27,413.3383383112086,413.3665250891466,409.6551035066146,412.4927062988281
2021-07-28,413.12224152861904,413.7047874183934,410.89539993579183,412.3235778808594
2021-07-29,413.25386844732344,415.1142535469897,413.24446329453843,414.0337219238281
2021-07-30,411.4591849287355,413.4793140165647,411.32762750222685,412.02294921875
2021-08-02,413.74240168794654,414.2967608282837,410.80145662667593,411.15850830078125
2021-08-03,411.9571471850933,414.6256007542447,409.7584923853187,414.5034484863281
2021-08-04,413.21626628316693,414.4753237326035,412.2297001895343,412.464599609375
2021-08-05,413.6296413592664,415.1611899786431,413.31018162796113,415.0766296386719
2021-08-06,415.3961145625114,416.1853731243509,415.1142180712691,415.7625427246094
2021-08-09,415.7344015565451,416.0538613422752,414.6538699071719,415.4243469238281
2021-08-10,415.87529184094507,416.6551739287781,415.1894039248862,415.9410705566406
2021-08-11,417.012231826999,417.0686053915082,415.88470318832685,416.9746398925781
2021-08-12,416.8243432652148,418.3652973166653,415.92233746699225,418.2243347167969
2021-08-13,418.6752988088245,419.00416370969447,418.18671837060634,418.9853820800781
2021-08-16,417.67933383173784,420.1034831034583,416.1195983231061,419.9719543457031
2021-08-17,417.40680489265077,418.08331627311867,414.2215841205355,417.2189025878906
2021-08-18,416.20414359044753,417.77328419430097,412.4081899435472,412.6524658203125
2021-08-19,409.91829046851075,414.4941554902012,409.7773565441613,413.29144287109375
2021-08-20,413.6391004134635,416.9088820154154,413.1504912643013,416.58001708984375
2021-08-23,418.2712850399687,421.15585665021996,416.65517596697146,420.24444580078125
2021-08-24,420.9115905761719,421.44716815686525,420.3948233013429,420.9115905761719
2021-08-25,421.0994762269488,422.3115365062703,420.7236142411114,421.7947692871094
2021-08-26,421.5128408614737,421.7477402477029,419.21084408097255,419.3048095703125
2021-08-27,420.11291814276507,423.4296968697422,420.05654457482467,423.0538635253906
2021-08-30,423.73034341850786,425.70350417202803,423.4860388594857,424.91424560546875
2021-08-31,424.82033712310806,425.1585785509244,423.6834318695061,424.2847595214844
2021-09-01,425.22426566850635,425.74103285220224,424.2752629656099,424.5101623535156
2021-09-02,425.93840594229823,426.62429386298294,424.61356983864454,425.8162536621094
2021-09-03,424.67935614944514,426.22968653702213,424.27530736753846,425.712890625
2021-09-07,425.3652318920659,425.45919738921737,423.5142234277316,424.19073486328125
2021-09-08,423.65519908257835,424.3880841041836,421.74778832170443,423.6739807128906
2021-09-09,423.47664366355934,425.23368656226256,421.6162301197451,421.86053466796875
2021-09-10,423.7961769601356,424.21897874285884,418.41227153281125,418.534423828125
2021-09-13,421.54109677619476,421.8041829670538,417.28469196190423,419.6054992675781
2021-09-14,421.05248843166396,421.259201058738,416.44846574600996,417.3410949707031
2021-09-15,417.7638680701213,421.3249508984544,416.65514981646095,420.82696533203125
2021-09-16,420.30081550036397,421.2779763825917,417.2001261406688,420.1598815917969
2021-09-17,419.3850447458292,419.8092009655331,415.70885157843173,416.0670471191406
2021-09-20,409.9213037384681,411.50487801227933,404.2467861081484,409.1295166015625
2021-09-21,411.4765375298209,412.7773407564991,408.21512294709,408.74298095703125
